title,url,description,motscles,lieu,type,organization,statut,id,frequency,license,temporal_coverage.start,temporal_coverage.end,created_at,last_modified,quality_score,metric.reuses,metric.followers
Les activités culturelles et pédagogiques dans les services d’archives,http://www.data.gouv.fr/fr/datasets/les-activites-culturelles-et-pedagogiques-dans-les-services-darchives/,"Les services publics d’archives proposent des activités culturelles et pédagogiques variées, sur place ou en ligne, pour les adultes comme pour les scolaires et les jeunes. 

Ce jeu de données présente, par région puis par département, les activités proposées par chaque service : **ateliers et cours, mallettes pédagogiques et jeux**. En fonction des activités, est indiqué le public concerné et si elles sont disponibles en ligne ou non. Le jeu de données est mis à jour annuellement.

Les ateliers pédagogiques abordent des thèmes divers, avec un éclairage territorial : certains sont récurrents comme la Révolution, la première et la seconde guerre mondiale, l’école, la République (élections, laïcité) ; on trouve aussi des sujets locaux sur des personnages, des lieux. Les ateliers peuvent être en relation avec une exposition et s’accompagnent d’outils pédagogiques, parmi lesquels les **mallettes** dont l’intérêt est de pouvoir être empruntées par les établissements scolaires.

Les ateliers et cours pour les adultes sont principalement consacrés à l’apprentissage de la recherche dans les archives (généalogie, histoire de sa maison…) et à l’initiation à la paléographie.

Les **jeux** **,** pour petits et grands, créés à partir de documents d’archives, sont conçus pour être utilisés sur place, mais se sont également beaucoup développés en ligne ces dernières années : mémory, puzzles, cocottes, etc.",SIAF | AD | AM | action-culturelle,France,archives,Ministère de la Culture,publié,6125c059dc295c5407ef6a5b,unknown,Licence Ouverte / Open Licence version 2.0,,,2021-08-25T06:00:25.301000,2021-08-24T17:12:32,0.56,0,0
Cadastre napoléonien (feuilles de sections),http://www.data.gouv.fr/fr/datasets/cadastre-napoleonien-feuilles-de-sections/,"Cadastre napoléonien par feuilles de section (originales et géoréférencées) sur le territoire du département des Hauts-de-Seine. 

* * *

Le cadastre désigne les documents permettant d’établir l’assiette de l’impôt foncier. 

Le présent jeu de données concerne les plans du cadastre « napoléonien », établis dès 1802 pour certaines communes, mais réglementairement réalisé à partir de 1807 et modifié jusque dans les années 1860 pour l’ensemble des communes du futur département des Hauts-de-Seine. 

Produit par l’administration fiscale, le cadastre napoléonien est entré aux Archives départementales des Hauts-de-Seine par dévolution des Archives départementales de Paris (pour les communes relevant de l’ancien département de la Seine) et des Yvelines (pour les communes relevant de l’ancien département de la Seine-et-Oise), ainsi que par versements des services fiscaux et du service des Ponts-et-chaussées de Boulogne, ce qui explique les cotations multiples. 

Les plans sont ainsi cotés en D6P, 3P1 et 3P3, selon leur provenance. Il y a eu plusieurs campagnes successives de révision pour les communes de l’ancien département de la Seine. 

Il est à noter que le territoire des Hauts-de-Seine a connu de nombreuses évolutions au cours du 19e siècle : création des communes de Levallois-Perret en 1866 (à partir des communes de Neuilly-sur-Seine et Clichy), Malakoff en 1883 (à partir de la commune de Vanves), de Bois-Colombes en 1896 (à partir de la commune de Colombes), La Garenne-Colombes en 1910 (à partir de la commune de Colombes) et enfin de Villeneuve-la-Garenne en 1929 (à partir de la commune de Gennevilliers). 

Par ailleurs, la réforme Haussmann de 1860 a eu pour effet d’intégrer à Paris tout ou parti de certaines communes, comme Montrouge, Vanves, Issy-les-Moulineaux, Neuilly-sur-Seine, Clichy, tandis que le village de Billancourt, qui relevait de la commune d’Auteuil, supprimée, a été rattaché à Boulogne. Enfin, certains échanges de territoires ont pu être effectués, comme entre Vélizy et Meudon, ou entre Arcueil et Montrouge. 

Les plans du cadastre peuvent constituer une première étape dans la recherche de propriétaires d’une parcelle ou d’un bien bâti. Il convient ensuite de consulter les états de sections et matrices. 

**Contexte**

Après avoir mis en ligne l’assemblage départemental du cadastre napoléonien en janvier 2020, le Département des Hauts-de-Seine complète son offre en proposant cette même donnée à la feuille de section. 

En effet, le cadastre napoléonien s’est constitué tout le long du XIXème siècle et plusieurs millésimes peuvent exister pour une même feuille de section. Pour l’assemblage départemental, seules les feuilles de section les plus anciennes ont été géoréférencées et assemblées afin de proposer un produit cohérent et homogène. 

Ce jeu de données propose au téléchargement toutes les feuilles de section disponibles (feuilles sources et feuilles géoréférencées), par commune et pour chaque millésime existant. 

**Lexique**

Géoréférencement
    Le géoréférencement est l’action de rattacher un plan, un objet géographique ou une image à un système de coordonnées géographiques afin d’en assurer la géolocalisation et la superposition avec d’autres objets géographiques. Les feuilles du cadastre napoléonien ont été géoréférencées dans la projection RGF93 – CC49 qui est le système de coordonnées exploité par le Département des Hauts-de-Seine.

**Observations particulières**

La mise à disposition du cadastre napoléonien s’effectue par commune et par millésime. Pour chaque commune du département, un ou plusieurs millésimes du cadastre napoléonien sont proposés. Il est possible de télécharger ensuite en cliquant sur le nom de fichier, la feuille dite source au format JPG ou la feuille géoréférencée au format ZIP contenant la feuille au format JPG et le fichier de géoréférencement au format JGW. 

Selon les millésimes et les communes, les cotations des feuilles cadastrales diffèrent. Afin de rendre ces cotations compréhensibles pour les utilisateurs du portail Open data du Département des Hauts-de-Seine et homogènes d’un millésime à l’autre, la nomenclature suivante a été mise en place : CODE-COMMUNE_DATE_CODE-SECTION_NUM-FEUILLE. Ce qui donne par exemple pour la feuille 2 de la section A du millésime 1808-1809 à Antony le nom suivant : ANT_1808-1809_A_2. Dans le cas où il y a plusieurs parties pour une feuille (comme c’est le cas pour la feuille 1 de la section A du millésime 1808-1809 à Antony), un numéro incrémentiel permet de distinguer les deux parties. Cela donne pour notre exemple les noms suivants : ANT_1808-1809_A_1_01 et ANT_1808-1809_A_1_02. Dans le cas où la date est manquante, il est noté s.d dans le nom du fichier. Il en est de même pour la section et la feuille. Si elles sont manquantes, elles sont notées s.s et s.f. 

Les feuilles géoréférencées portent le même nom que les feuilles sources mais avec le suffixe _cale. 

**Données connexes**

Lien vers l'assemblage départemental du cadastre napoléonien [Cadastre napoléonien (assemblage départemental)](https://opendata.hauts-de-seine.fr/explore/dataset/fr-229200506-cadastre-napoleonien-assemblage-departemental)",AD | cadastre | histoire,Hauts-de-Seine,archives,Hauts-de-Seine le Département,publié,611c86195fb66f339fef6a59,unknown,Licence Ouverte / Open Licence version 2.0,,,2021-08-18T06:01:29.826000,2021-08-17T13:13:54,0.56,0,0
Soldats morts pour la France - Ardennes,http://www.data.gouv.fr/fr/datasets/soldats-morts-pour-la-france-ardennes/,"Liste des soldats morts pour la France.

Pour chaque soldat le nom, les prénoms, le conflit, la date de décès, le département de naissance sont affichés ainsi qu'un lien pour afficher immédiatement la fiche complète du soldat contenue dans la base de données MémorialGenWeb.",AD | liste-d'individus | 1GM | histoire,Ardennes,archives,Communauté d'Agglomération Ardenne Métropole,publié,6101efb64d7bfc0a6a042d00,unknown,License Not Specified,,,2021-07-29T02:00:54.002000,2021-07-28T12:39:07.067000,0.56,0,0
Affiches électorales,http://www.data.gouv.fr/fr/datasets/affiches-electorales/,"Affiches électorales (1968-1988) relatives aux élections européennes, présidentielles, législatives, cantonales et municipales, conservées aux Archives départementales. 

* * *

Les bureaux des élections de la Préfecture des Hauts-de-Seine et des Sous-Préfectures de Boulogne-Billancourt et d’Antony versent régulièrement aux Archives départementales les documents relatifs à l’organisation des scrutins dont la propagande électorale. De ces versements ont été extraits plusieurs milliers d’affiches, concernant toutes les élections, générales et partielles, tenues dans les Hauts-de-Seine des années 1960 à 2000. Numérisé progressivement, ce premier lot de 1782 documents recouvre les scrutins organisés de 1968 à 1988. Il apporte un éclairage tout particulier sur les élections locales : municipales, cantonales et législatives. 

Les affiches sont proposées par type d’élection, puis par choix d’un lieu (circonscription législative, canton ou commune) et enfin par années de scrutin. 

Une recherche libre est possible (nom d’un candidat par exemple) 

Les affiches sont issues des versements 1154W, 1160W, 1161W, 1279W, 1297W, 1303W 

**Observations particulières**

Les noms des photographes ne sont pas mentionnés sur les affiches. Si un photographe revendique être l’auteur d’une photographie publiée sur une de ces affiches et souhaite être crédité, envoyer un message à [Formulaire de contact](https://contact.hauts-de-seine.fr/?forcedThema=Collectivite-Open_data/SIG&back=od)

Licence : ces documents ne peuvent donner lieu à une réutilisation commerciale ni être modifiés. 

**Données connexes**

<https://www.hauts-de-seine.gouv.fr/Demarches-administratives/Elections/Elections-informations-locales>

Voir élections sur [data.gouv.fr](https://www.data.gouv.fr)

**Mots-clés**

Archives départementales, Préfecture des Hauts-de-Seine, Sous-Préfecture de Boulogne-Billancourt, Sous-Préfecture d’Antony, élections européennes, élections présidentielles, élections sénatoriales, élections législatives, élections cantonales, élections municipales.",AD | affiches | histoire,Hauts-de-Seine,archives,Hauts-de-Seine le Département,publié,60dbeca274a711bfc55a2e3f,unknown,License Not Specified,,,2021-06-30T06:01:38.638000,2021-09-15T13:48:53,0.56,0,0
Recensement de population - Ville de Lorient,http://www.data.gouv.fr/fr/datasets/recensement-de-population-ville-de-lorient/,"Recensement de la population lorientaise depuis le XVIIIe siècle, cette liste précise :  


  * L’année de recensement

  * Le nombre total d’habitants recensés sur la commune




Les registres de recensement de la population lorientaise existent de 1936 à 1975 et sont conservés par les Archives. Ils ont tous été numérisés cependant seul le recensement de 1936 est consultable en ligne, les recensements de population de 1946 à 1975 sont quant à eux consultables en salle de lecture.

Consulter le recensement de 1936

Avant la révolution française, la population était évaluée par feux (c'est à dire par maison) ou par paroisse. il s'agissait d'un simple dénombrement de population.

En 1800, Lucien Bonaparte, ministre de l'Intérieur, organise les bases du recensement moderne avec la __ mise en place du premier dénombrement général de la population.

Les listes nominatives systématiques par commune sont mises en place en 1836.

Ces recensements ont alors lieu tous les 5 ans (années en 1 et en 6) mais sont perturbées en période de guerre : ainsi celui de 1871 a été établi en 1872 et ceux de 1916 et 1941 n'ont pas été réalisés.

Dans la seconde moitié du XXe siècle, la périodicité n'est plus aussi régulière, les recensements sous forme de listes nominatives ont lieu en 1946, 1954, 1962, 1968 et 1975. A partir du recensement de 1954, les listes nominatives deviennent facultatives.

En 1982, la liste nominative est supprimée à la demande de la Commission nationale de l'informatique et des libertés (CNIL), les recensements sont alors établis sous forme de tableaux statistiques.",AM | population | histoire,Lorient | Morbihan,archives,Ville de Lorient,publié,60d27bff97ed4093685a2e3f,unknown,Licence Ouverte / Open Licence version 2.0,,,2021-06-23T02:10:39.543000,2021-06-22T07:44:00,0.56,0,0
Les dénaturalisés de Vichy,http://www.data.gouv.fr/fr/datasets/les-denaturalises-de-vichy/,"Par la loi du 22 juillet 1940, l’État français décida de réexaminer toutes les naturalisations accordées depuis 1927. Cette mesure aboutit au retrait de la nationalité française de plus de 15 000 personnes sur des motifs politiques et raciaux. La procédure fut annulée par l’ordonnance du 24 mai 1944.

La base « Dénat » a été créée comme outil de recherche aux Archives nationales. Elle reprenait les informations relatives à l’instruction des dossiers de chaque individu, avec le cas échéant un lien vers sa notice sur la base de données du Mémorial de la Shoah. Cet outil d'orientation et de recherche a été complété, grâce à un partenariat conclu entre les Archives nationales, l’US Holocaust Memorial Museum et le Mémorial de la Shoah, par la numérisation l’ensemble des dossiers de naturalisation des individus dénaturalisés par Vichy.

Les enregistrements des personnes nées après 1910 ont été pseudonymisés.",AN | histoire,France,archives,Ministère de la Culture,publié,60cc1a66b5b801fb222fcb3b,unknown,Licence Ouverte / Open Licence version 2.0,,,2021-06-18T06:00:38.769000,2021-07-09T13:17:27,0.56,1,0
"Culture - Monuments aux morts, commémoratifs ayant subi des dommages de la seconde guerre mondiale - Calvados",http://www.data.gouv.fr/fr/datasets/culture-monuments-aux-morts-commemoratifs-ayant-subi-des-dommages-de-la-seconde-guerre-mondiale-calvados/,"Recensement par commune des monuments aux morts ayant subi des dommages de la seconde guerre mondiale, causés notamment par les bombardements : monuments aux morts, commémoratifs et signaux, patrimoniaux.",AD | immobilier | 2GM | histoire,Calvados,archives,Département du Calvados,publié,60ca26c0067c0899ee1897f8,unknown,Licence Ouverte / Open Licence version 2.0,,,2021-06-16T18:28:48.464000,2021-08-30T18:34:21.364000,0.67,0,0
Culture - Bâtiments publics ayant subi des dommages de la seconde guerre mondiale - Calvados,http://www.data.gouv.fr/fr/datasets/culture-batiments-publics-ayant-subi-des-dommages-de-la-seconde-guerre-mondiale-calvados/,"Recensement par commune des bâtiments publics ayant subi des dommages de la seconde guerre mondiale, causés notamment par les bombardements. Les bâtiments concernés sont des édifices ou monuments religieux, des établissements de l'enseignement supérieur.",AD | immobilier | 2GM | histoire,Calvados,archives,Département du Calvados,publié,60ca1dab87643e8dcd53b74b,unknown,Licence Ouverte / Open Licence version 2.0,,,2021-06-16T17:50:03.232000,2021-07-13T13:37:15.510000,0.67,0,0
Les expositions itinérantes empruntables dans les services d’archives,http://www.data.gouv.fr/fr/datasets/les-expositions-itinerantes-empruntables-dans-les-services-darchives/,"**Les services publics d’archives créent chaque année plusieurs dizaines d’expositions itinérantes**. Conçues d’emblée pour circuler ou transformées à l’issue d’une exposition temporaire, elles peuvent avoir une déclinaison virtuelle, être accompagnées d’un catalogue ou d’outils pédagogiques (dossier pédagogique, questionnaire à l’attention des scolaires...).

Le jeu de données présente, région par région, les expositions disponibles, qui **peuvent être prêtées à toute institution publique ou privée** qui en fait la demande (collectivités, associations, établissements scolaires), à titre gracieux, à charge pour elle de s’occuper du transport et de contracter une assurance pour les panneaux. Les conditions de prêt, le nombre de panneaux d'exposition et leur description matérielle peuvent être obtenus auprès de chaque service.

De nombreux sujets sont abordés, reflétant la diversité des fonds conservés, du Moyen Âge jusqu’à nos jours. Il peut s’agir d’ **histoire locale** ou de la **grande histoire illustrée par des documents locaux**. Aux côtés des deux guerres mondiales, très largement traitées, sont présents des thèmes récurrents : l’école, les sports, l’urbanisme, les moyens de transport, l’environnement et l’agriculture, les femmes, la justice, la vie quotidienne, la publicité… Les ""grands classiques"" des archives ne sont pas oubliés à travers des thèmes comme l’écriture, l’héraldique, la généalogie, le cadastre.

Le jeu de données est mis à jour annuellement.",SIAF | exposition,France,archives,Ministère de la Culture,publié,60c03d2332fb81d6b12fcb3b,unknown,Licence Ouverte / Open Licence version 2.0,,,2021-06-09T06:01:39.409000,2021-06-08T15:37:56,0.44,0,0
Les protocoles de remise des archives des cabinets présidentiels et ministériels 1976-2020,http://www.data.gouv.fr/fr/datasets/les-protocoles-de-remise-des-archives-des-cabinets-presidentiels-et-ministeriels-1976-2020/,"Conclus entre le Service interministériel des archives de France (ministère de la Culture) et les détenteurs des archives au sein de la Présidence de la République et du gouvernement, les protocoles de remise clarifient les conditions de traitement, de conservation et d’accès de ces archives dans le but d’encadrer et de faciliter leur collecte.

  


Le jeu de données recense de manière exhaustive les protocoles de 1976 à 2020 pour chaque gouvernement, afin de répondre à la fois aux besoins des archivistes et des chercheurs. Il sera mis à jour régulièrement.

  


Sont identifiées les données suivantes : nom et dates de mandat du Président ; nom et dates de mandat du Premier ministre ; nom, dates de mandat et fonction des membres du gouvernement ; existence et date des protocoles de remise d’archives.

  


Le jeu de données est complété par un texte de présentation historique et juridique sur les protocoles.",AN | SIAF | collecte,France,archives,Ministère de la Culture,publié,60a48db81b21780934f75ba2,unknown,Licence Ouverte / Open Licence version 2.0,,,2021-05-19T06:02:00.271000,2021-05-18T09:02:02,0.56,0,0
Sélectionnés d'Antibes aux Jeux Olympiques et Paralympiques,http://www.data.gouv.fr/fr/datasets/selectionnes-dantibes-aux-jeux-olympiques-et-paralympiques/,Le présent jeu liste les sélectionnés (pas uniquement les médaillés) licenciés dans des clubs sportifs d'Antibes Juan-les-Pins aux Jeux Olympiques et Paralympiques et ce depuis 1968. Ce jeu de données est produit pour lui-même mais également pour faire écho au label Terre de jeux attribué à la Ville d'Antibes dont un certain nombre d'équipements est pré-sélectionné pour accueillir des délégations lors de la préparation des Jeux Olympiques et Paralympiques de Paris 2024.,AM | liste-d'individus | histoire,Antibes | Alpes-Maritimes,archives,Ville d'Antibes,publié,609e8b4593f5db9af6cff727,punctual,Licence Ouverte / Open Licence version 2.0,1928-07-28,2022-09-30,2021-05-14T16:37:57.682000,2022-09-30T11:47:50.842000,0.89,0,0
Anciens combattants (1914-1918) des Alpes-de-Haute-Provence,http://www.data.gouv.fr/fr/datasets/anciens-combattants-1914-1918-des-alpes-de-haute-provence/,"Base de données des anciens combattants résidents des Alpes-de-Haute-Provence établie à partir des documents conservés aux Archives départementales des Alpes-de-Haute-Provence (dossiers nominatifs ou fiches matricules). Cette base de données a été réalisée entre 2014 et 2018 par Jean-Christophe LABADIE, directeur des Archives départementales.",AD | 1GM | liste-d'individus | histoire,Alpes-de-Haute-Provence,archives,Département des Alpes de Haute-Provence,publié,62345d5ed679688d38927463,,Licence Ouverte / Open Licence version 2.0,,,2021-04-20T00:00:00,2021-05-21T00:00:00,0.44,0,0
Liste des maires de Lorient et de Keryado - Ville de Lorient,http://www.data.gouv.fr/fr/datasets/liste-des-maires-de-lorient-et-de-keryado-ville-de-lorient/,"Liste historique des maires de Lorient et de Keryado. Commune indépendante depuis 18 avril 1901, Keryado est rattachée définitivement à Lorient le 1 octobre 1947.

Cette liste précise :

  * Le nom et prénom des maires
  * Le statut spécifique :


  * Maire
  * Lieutenant de maire
  * Président du comité permanent
  * Maire par intérim
  * Office de maire
  * Président de l'administration municipale
  * Administrateur municipal
  * Délégation par décret
  * Fonction de maire
  * La fonction d’adjoint spécial pour la commune de Keryado


  * La date d’entrée et la date de fin de fonctions  

  * La source et la date de la dernière mise à jour",AM | liste-d'individus | histoire | chronologie,Lorient | Morbihan,archives,Ville de Lorient,publié,605930a43028db262b7ce5a3,unknown,Licence Ouverte / Open Licence version 2.0,,,2021-03-23T01:04:52.662000,2020-12-23T10:51:25,0.56,0,0
Les Maires de Ville-d'Avray,http://www.data.gouv.fr/fr/datasets/les-maires-de-ville-davray/,La liste des maires de Ville-d'Avray depuis 1790,AM | liste-d'individus | histoire | chronologie,Ville-d'Avray | Hauts-de-Seine,archives,Commune de Ville-d'Avray,publié,60529bc486e14586757ce5a3,unknown,License Not Specified,,,2021-03-18T01:16:04.434000,2021-03-17T17:00:47,0.44,0,0
Ouvrages acquis par la bibliothèque des Archives départementales,http://www.data.gouv.fr/fr/datasets/ouvrages-acquis-par-la-bibliotheque-des-archives-departementales/,"Registre des acquisitions d'ouvrages pour la bibliothèque des Archives départementales des Alpes-de-Haute-Provence, sur la période du 14/11/2019 au 12/02/2021. Les données sont saisies par un agent des Archives départementales dans un tableur Excel au fur et à mesure de l'entrée des ouvrages. Sont listés, le numéro d'entrée aux Archives Départementales, la date, l'auteur, le titre et la cote de chaque ouvrage",AD | bibliothèque,Alpes-de-Haute-Provence,archives,Département des Alpes de Haute-Provence,publié,62345d5e59397825e4927463,,Licence Ouverte / Open Licence version 2.0,,,2021-03-09T00:00:00,2021-03-17T00:00:00,0.44,0,0
Sous-préfets des arrondissements des Alpes de Haute-Provence (1800-1941),http://www.data.gouv.fr/fr/datasets/liste-des-sous-prefets-des-alpes-de-haute-provence-1800-1941/,"Liste nominative des sous-préfets du département des Alpes-de-Haute-Provence, par arrondissement, avec leurs dates de nomination (entre 1800 et 1941) et éventuelle information complémentaire (période de guerre, 2è série, etc.). **Sources :** * ARCHIVES NATIONALES, Le personnel de l’administration préfectorale, 1800-1880, Paris, Centre historique des Archives nationales, 1998. * ARCHIVES NATIONALES, Le personnel de l’administration préfectorale, 1881-1926, Paris, Centre historique des Archives nationales, 2001. * Dossier ""sous-préfets"" aux archives de la sous-préfecture de Barcelonnette (04). NB : Dans les deux publications des Archives nationales, la source des nominations non justifiées par un acte est parfois mentionnée sous une forme abrégée. Cette information n'a pas été saisie dans le tableau.",AD | liste-d'individus | histoire,Alpes-de-Haute-Provence,archives,Département des Alpes de Haute-Provence,publié,62345d5ec533417259927464,,Licence Ouverte / Open Licence version 2.0,,,2021-03-09T00:00:00,2021-03-19T00:00:00,0.44,0,0
Usuels en salle de lecture des Archives départementales,http://www.data.gouv.fr/fr/datasets/usuels-en-salle-de-lecture-des-archives-departementales/,"Liste des usuels disponibles en salle de lecture des Archives départementales. Par usuel, on entend les différents dictionnaires, encyclopédies, glossaires, et autres manuels utiles aux travaux de recherches archivistiques. Le tableau Excel est produit par les Archives départementales des Alpes-de-Haute-Provence. On y trouve la localisation dans la salle de lecture, ainsi que le nombre de mètres linéaires des ouvrages. **LÉGENDE :** * P = Pupitre : droite entrée salle de lecture * B1 = Bibliothèque 1 : droite entrée salle de lecture * B2 = Bibliothèque 2 : gauche entrée salle de lecture * B3 = Bibliothèque 3 : fond salle de lecture",AD | bibliothèque,Alpes-de-Haute-Provence,archives,Département des Alpes de Haute-Provence,publié,62345d5f30c68e71ea6723e1,,Licence Ouverte / Open Licence version 2.0,,,2021-03-09T00:00:00,2021-03-17T00:00:00,0.44,0,0
"Classeurs de relevés de noms pour les baptêmes, mariages et sépultures dans les Alpes de Haute-Provence (1513-1937)",http://www.data.gouv.fr/fr/datasets/baptemes-mariages-et-sepultures-dans-les-alpes-de-haute-provence-entre-1513-et-1937-liste-des-relev/,"Outil de recherche, ce tableau est produit sous format Excel par les Archives départementales pour indiquer au lecteur en salle de lecture le numéro de classeur (de 1 à 565) à consulter, afin de trouver la liste des relevés de noms propres disponibles en fonction de : * la commune * le type d'acte * la période Ces relevés de noms de famille ont été effectués par le cercle généalogique de Haute Provence dans les registres paroissiaux ou les actes des notaires. Ils ont été réalisés pour l'Église protestante de la commune de Manosque au XVIIe siècle, et portent sur les baptêmes, mariages et sépultures, durant la période 1513-1937. Des insinuations, décès, contrats de mariage, testaments ont aussi été relevés.",AD | liste-d'individus | état-civil | histoire,Alpes-de-Haute-Provence,archives,Département des Alpes de Haute-Provence,publié,62345d5f30c68e71ea6723e2,,Licence Ouverte / Open Licence version 2.0,,,2021-03-09T00:00:00,2021-03-17T00:00:00,0.44,0,0
Cartes postales anciennes des Archives municipales,http://www.data.gouv.fr/fr/datasets/cartes-postales-anciennes-des-archives-municipales/,Cartes postales anciennes des archives municipales de Sèvres.,AM | cartes-postales | histoire,Sèvres | Hauts-de-Seine,archives,Ville de Sèvres,publié,602d47ef780a8f0a2d7ce5a3,unknown,Licence Ouverte / Open Licence version 2.0,,,2021-02-17T17:44:31.347000,2020-07-02T14:51:59,0.44,0,0
Cadastre napoléonien (assemblage départemental),http://www.data.gouv.fr/fr/datasets/cadastre-napoleonien-assemblage-departemental/,"Cadastre napoléonien sur le département des Hauts-de-Seine

* * *

Le cadastre désigne les documents permettant d’établir l’assiette de l’impôt foncier. 

Le présent jeu de données concerne les plans du cadastre « napoléonien », établis dès 1802 pour certaines communes, mais réglementairement réalisé à partir de 1807 et modifié jusque dans les années 1860 pour l’ensemble des communes du futur département des Hauts-de-Seine.

Produit par l’administration fiscale, le cadastre napoléonien est entré aux Archives départementales des Hauts-de-Seine par dévolution des Archives départementales de Paris (pour les communes relevant de l’ancien département de la Seine) et des Yvelines (pour les communes relevant de l’ancien département de la Seine-et-Oise), ainsi que par versements des services fiscaux et du service des Ponts-et-chaussées de Boulogne, ce qui explique les cotations multiples.

Les plans sont ainsi côtés en D6P, 3P1 et 3P3, selon leur provenance. Il y a eu plusieurs campagnes successives de révision pour les communes de l’ancien département de la Seine.

Il est à noter que le territoire des Hauts-de-Seine a connu de nombreuses évolutions au cours du 19e siècle : création des communes de Levallois-Perret en 1866 (à partir des communes de Neuilly-sur-Seine et Clichy), Malakoff en 1883 (à partir de la commune de Vanves), de Bois-Colombes en 1896 (partir de la commune de Colombes), La Garenne-Colombes en 1910 (à partir de la commune de Colombes) et enfin de Villeneuve-la-Garenne en 1929 (à partir de la commune de Gennevilliers).

Par ailleurs, la réforme Haussman de 1860 a eu pour effet d’intégrer à Paris tout ou parti de certaines communes, comme Montrouge, Vanves, Issy-les-Moulineaux, Neuilly-sur-Seine, Clichy, tandis que le village de Billancourt, qui relevait de la commune d’Auteuil, supprimée, a été rattaché à Boulogne. Enfin, certains échanges territoires ont pu être effectués, comme entre Vélizy et Meudon, ou entre Arcueil et Montrouge.

Les plans du cadastre peuvent constituer une première étape dans la recherche de propriétaires d’une parcelle ou d’un bien bâti. Il convient ensuite de consulter les états de sections et matrices.

**Observations particulières**

La mise à disposition du cadastre napoléonien s'effectue sous la forme :

  * de tuiles de 1 km x 1 km géoréférencées ;
  * de fichiers ""zip"" contenant la tuile au format JPEG et son fichier de géoréférencement associé ;
  * la syntaxe utilisée pour la dénomination des tuiles : ""CADASTRE_NAPOLEONIEN_XXXX_YYYY"", utilise les coordonnées XY en RGF93-CC49 suivant la norme Xmin_Ymax de la dalle concernée ;
  * le téléchargement d'une dalle s'effectue en cliquant sur la dalle dans le tableau ou dans la carte et en téléchargeant le fichier zip associé.



Le cadastre napoléonien assemblé est également proposée sous la forme d'un service cartographique standardisé (WMS).

**Données connexes**

Lien vers le cadastre napoléonien par feuilles [Cadastre napoléonien (feuilles de section)](https://opendata.hauts-de-seine.fr/explore/dataset/fr-229200506-cadastre-napoleonien-feuilles-de-sections)",AD | cadastre | histoire,Hauts-de-Seine,archives,Hauts-de-Seine le Département,publié,60274f0db3d17ed49f7ce5a7,unknown,Licence Ouverte / Open Licence version 2.0,,,2021-02-13T05:01:17.572000,2020-01-17T09:55:43,0.56,0,0
Cadastre rénové (assemblage départemental),http://www.data.gouv.fr/fr/datasets/cadastre-renove-assemblage-departemental/,"Cadastre rénové sur le département des Hauts-de-Seine

* * *

Le cadastre désigne les documents établis en vue de l’assiette de l’impôt foncier. 

Le présent jeu de données concerne les plans du cadastre « rénové » (refonte établie à partir de 1930 et mis à jour jusqu’en 1976 selon les communes) qui ont été versés aux Archives départementales par les centres des impôts fonciers :

  * Versement 1664W pour les Hauts-de-Seine nord ;
  * Versement 1997W pour les Hauts-de-Seine sud.



Le département des Hauts-de-Seine a été créé en 1968, suite à une réforme de la région parisienne, ayant entrainé la création de la petite couronne par démembrement des anciens départements de la Seine et de la Seine-et-Oise. De ce fait, les dates d’établissement du cadastre diffèrent suivant si la commune est issue de l’ancien département de la Seine ou de la Seine-et-Oise : 

  * Les plans des communes de l’ancien département de la Seine datent des années 1930 à 1940 : Antony, Asnières-sur-Seine, Bagneux, Bois-Colombes, Boulogne-Billancourt, Bourg-la-Reine, Châtenay-Malabry, Châtillon, Clamart, Clichy, Colombes, Courbevoie, Fontenay-aux-Roses, Issy-les-Moulineaux, La Garenne-Colombes, Gennevilliers, Levallois-Perret, Malakoff, Montrouge, Nanterre, Neuilly-sur-Seine, Le Plessis-Robinson, Puteaux, Sceaux, Suresnes, Vanves, Villeneuve-la-Garenne ;
  * Les plans des communes de l’ancien département de Seine-et-Oise n’ont été revus que dans les années 1970. Cela concerne : Chaville, Garches, Marnes-la-Coquette, Meudon, Rueil-Malmaison, Saint-Cloud, Sèvres, Vaucresson, Ville-d’Avray.



Les caractéristiques techniques du cadastre rénové géoréférencé et assemblé sont les suivantes :

  * Projection : RGF93-CC49 / IGN69 ;
  * Format : JPEG.



**Observations particulières**

La mise à disposition du cadastre rénové s'effectue sous la forme :

  * de tuiles de 1 km x 1 km géoréférencées ;
  * de fichiers ""zip"" contenant la tuile au format JPEG et son fichier de géoréférencement associé ;
  * la syntaxe utilisée pour la dénomination des tuiles : ""CADASTRE_RENOVE_XXXX_YYYY"", utilise les coordonnées XY en RGF93-CC49 suivant la norme Xmin_Ymax de la dalle concernée ;
  * le téléchargement d'une dalle s'effectue en cliquant sur la dalle dans le tableau ou dans la carte et en téléchargeant le fichier zip associé.



Le cadastre rénové assemblé est également proposée sous la forme d'un service cartographique standardisé (WMS).

**Données connexes**

Lien vers le cadastre rénové par feuilles [Cadastre rénové (feuilles de section)](https://opendata.hauts-de-seine.fr/explore/dataset/fr-229200506-cadastre-renove-feuilles-de-sections)",AD | cadastre | histoire,Hauts-de-Seine,archives,Hauts-de-Seine le Département,publié,60274f0cbb06f7e1577ce5a7,unknown,Licence Ouverte / Open Licence version 2.0,,,2021-02-13T05:01:16.657000,2019-07-16T13:21:23,0.56,0,0
